fips_code,incident_start_date,incidenttype,is_major_disaster,state_x,incident_year,stabr,area_name_x,year_x,medhhinc,povall,state_y,area_name_y,year_y,civilian_labor_force,employed,unemployed,unemployment_rate,median_household_income,med_hh_income_percent_of_state_total,total_population,total_population_norm
53063,2023-08-18 00:00:00+00:00,Fire,0,WA,2023,WA,Spokane County,2023.0,73380.0,67235.0,WA,"Spokane County, WA",2023.0,264059.0,252852.0,11207.0,4.2,69079.0,75.7,551455.0,0.0570624823688631
15001,2023-08-08 00:00:00+00:00,Fire,0,HI,2023,HI,Hawaii County,2023.0,73092.0,33847.0,HI,"Hawaii County, HI",2023.0,95112.0,92251.0,2861.0,3.0,71143.0,75.9,207615.0,0.0214804421925341
15009,2023-08-09 00:00:00+00:00,Fire,0,HI,2023,HI,Maui County,2023.0,83764.0,15300.0,HI,"Maui County, HI",2023.0,86842.0,83025.0,3817.0,4.4,89794.0,95.8,164183.0,0.0169859122689118
15009,2023-08-09 00:00:00+00:00,Fire,0,HI,2023,HI,Maui County,2023.0,83764.0,15300.0,HI,"Maui County, HI",2023.0,86842.0,83025.0,3817.0,4.4,89794.0,95.8,164183.0,0.0169859122689118
15009,2023-08-09 00:00:00+00:00,Fire,0,HI,2023,HI,Maui County,2023.0,83764.0,15300.0,HI,"Maui County, HI",2023.0,86842.0,83025.0,3817.0,4.4,89794.0,95.8,164183.0,0.0169859122689118
15001,2023-08-08 00:00:00+00:00,Fire,0,HI,2023,HI,Hawaii County,2023.0,73092.0,33847.0,HI,"Hawaii County, HI",2023.0,95112.0,92251.0,2861.0,3.0,71143.0,75.9,207615.0,0.0214804421925341
53047,2023-07-29 00:00:00+00:00,Fire,0,WA,2023,WA,Okanogan County,2023.0,58085.0,7229.0,WA,"Okanogan County, WA",2023.0,19564.0,18492.0,1072.0,5.5,58661.0,64.3,43712.0,0.0045190557016638
53039,2023-07-21 00:00:00+00:00,Fire,0,WA,2023,WA,Klickitat County,2023.0,69596.0,2786.0,WA,"Klickitat County, WA",2023.0,9677.0,9188.0,489.0,5.1,70371.0,77.1,23589.0,0.0024366412226379
53025,2023-07-10 00:00:00+00:00,Fire,0,WA,2023,WA,Grant County,2023.0,71374.0,15448.0,WA,"Grant County, WA",2023.0,48716.0,46160.0,2556.0,5.2,63809.0,69.9,102678.0,0.0106211106721077
53045,2023-07-04 00:00:00+00:00,Fire,0,WA,2023,WA,Mason County,2023.0,75138.0,7953.0,WA,"Mason County, WA",2023.0,25427.0,24030.0,1397.0,5.5,78029.0,85.5,68389.0,0.0070727376625505
53059,2023-07-02 00:00:00+00:00,Fire,0,WA,2023,WA,Skamania County,2023.0,85131.0,1382.0,WA,"Skamania County, WA",2023.0,5542.0,5276.0,266.0,4.8,82132.0,90.0,12640.0,0.0013035916708388
4013,2023-06-27 00:00:00+00:00,Fire,0,AZ,2023,AZ,Maricopa County,2023.0,86973.0,498844.0,AZ,"Maricopa County, AZ",2023.0,2441028.0,2357541.0,83487.0,3.4,83668.0,112.5,4585871.0,0.4745611800190039
35033,2023-05-10 00:00:00+00:00,Fire,0,NM,2023,NM,Mora County,2023.0,45685.0,862.0,NM,"Mora County, NM",2023.0,1916.0,1821.0,95.0,5.0,45155.0,75.5,4123.0,0.0004222159257777
35047,2023-05-10 00:00:00+00:00,Fire,0,NM,2023,NM,San Miguel County,2023.0,46318.0,6334.0,NM,"San Miguel County, NM",2023.0,10519.0,10031.0,488.0,4.6,47675.0,79.7,26668.0,0.0027552693685864
44009,2023-04-14 00:00:00+00:00,Fire,0,RI,2023,RI,Washington County,2023.0,101749.0,11250.0,RI,"Washington County, RI",2023.0,70883.0,69124.0,1759.0,2.5,99015.0,122.4,129982.0,0.0134466458773615
20201,2023-04-13 00:00:00+00:00,Fire,0,KS,2023,KS,Washington County,2023.0,58302.0,611.0,KS,"Washington County, KS",2023.0,2985.0,2921.0,64.0,2.1,63797.0,92.7,5504.0,0.0005651277379098
31025,2023-04-08 00:00:00+00:00,Fire,0,NE,2023,NE,Cass County,2023.0,83291.0,1799.0,NE,"Cass County, NE",2023.0,13646.0,13329.0,317.0,2.3,93195.0,133.5,27446.0,0.0028357801505116
35057,2023-04-02 00:00:00+00:00,Fire,0,NM,2023,NM,Torrance County,2023.0,44780.0,3519.0,NM,"Torrance County, NM",2023.0,5499.0,5220.0,279.0,5.1,48322.0,80.7,15633.0,0.0016133201673713
40147,2023-03-31 00:00:00+00:00,Fire,0,OK,2023,OK,Washington County,2023.0,66236.0,7954.0,OK,"Washington County, OK",2023.0,23307.0,22516.0,791.0,3.4,61704.0,103.5,53706.0,0.0055532777512283
40109,2023-03-31 00:00:00+00:00,Fire,0,OK,2023,OK,Oklahoma County,2023.0,65979.0,127113.0,OK,"Oklahoma County, OK",2023.0,417327.0,404156.0,13171.0,3.2,61580.0,103.3,808866.0,0.0837004783665045
40083,2023-03-31 00:00:00+00:00,Fire,0,OK,2023,OK,Logan County,2023.0,77836.0,5760.0,OK,"Logan County, OK",2023.0,24520.0,23769.0,751.0,3.1,76331.0,128.0,53029.0,0.0054832188831519
41039,2022-09-09 00:00:00+00:00,Fire,0,OR,2022,OR,Lane County,2023.0,70065.0,54725.0,OR,"Lane County, OR",2023.0,182141.0,174945.0,7196.0,4.0,64192.0,84.9,381181.0,0.0394417974311472
53011,2022-10-16 00:00:00+00:00,Fire,0,WA,2022,WA,Clark County,2023.0,97240.0,38572.0,WA,"Clark County, WA",2023.0,248604.0,237865.0,10739.0,4.3,91149.0,99.9,521150.0,0.0539263907927124
53059,2022-10-16 00:00:00+00:00,Fire,0,WA,2022,WA,Skamania County,2023.0,85131.0,1382.0,WA,"Skamania County, WA",2023.0,5542.0,5276.0,266.0,4.8,82132.0,90.0,12640.0,0.0013035916708388
53033,2022-09-10 00:00:00+00:00,Fire,0,WA,2022,WA,King County,2023.0,120672.0,197703.0,WA,"King County, WA",2023.0,1348792.0,1302991.0,45801.0,3.4,116044.0,127.2,2271380.0,0.2350477093647699
53061,2022-09-10 00:00:00+00:00,Fire,0,WA,2022,WA,Snohomish County,2023.0,106067.0,73606.0,WA,"Snohomish County, WA",2023.0,458599.0,442668.0,15931.0,3.5,101440.0,111.2,844761.0,0.0874150471546889
41005,2022-09-10 00:00:00+00:00,Fire,0,OR,2022,OR,Clackamas County,2023.0,100376.0,29176.0,OR,"Clackamas County, OR",2023.0,225075.0,217509.0,7566.0,3.4,96915.0,128.1,423173.0,0.043787309969201
6017,2022-09-09 00:00:00+00:00,Fire,0,CA,2022,CA,El Dorado County,2023.0,107063.0,13438.0,CA,"El Dorado County, CA",2023.0,93670.0,89963.0,3707.0,4.0,104859.0,114.6,192215.0,0.0198867840413142
6061,2022-09-09 00:00:00+00:00,Fire,0,CA,2022,CA,Placer County,2023.0,110020.0,27088.0,CA,"Placer County, CA",2023.0,194719.0,187464.0,7255.0,3.7,106114.0,116.0,423561.0,0.0438274618758681
16013,2022-09-05 00:00:00+00:00,Fire,0,ID,2022,ID,Blaine County,2023.0,94471.0,1712.0,ID,"Blaine County, ID",2023.0,13823.0,13450.0,373.0,2.7,98707.0,135.9,25041.0,0.0025869004197529
6065,2022-09-05 00:00:00+00:00,Fire,0,CA,2022,CA,Riverside County,2023.0,90251.0,278442.0,CA,"Riverside County, CA",2023.0,1157871.0,1102297.0,55574.0,4.8,86350.0,94.4,2492442.0,0.2579241547040546
6093,2022-09-02 00:00:00+00:00,Fire,0,CA,2022,CA,Siskiyou County,2023.0,58975.0,7273.0,CA,"Siskiyou County, CA",2023.0,16716.0,15649.0,1067.0,6.4,51593.0,56.4,42905.0,0.0044355438751681
16003,2022-08-18 00:00:00+00:00,Fire,0,ID,2022,ID,Adams County,2023.0,59829.0,592.0,ID,"Adams County, ID",2023.0,1868.0,1755.0,113.0,6.0,56374.0,77.6,4903.0,0.000502933676294
16045,2022-08-18 00:00:00+00:00,Fire,0,ID,2022,ID,Gem County,2023.0,62479.0,2262.0,ID,"Gem County, ID",2023.0,8774.0,8442.0,332.0,3.8,60771.0,83.7,21071.0,0.0021760677664839
16085,2022-08-18 00:00:00+00:00,Fire,0,ID,2022,ID,Valley County,2023.0,84024.0,978.0,ID,"Valley County, ID",2023.0,6380.0,6144.0,236.0,3.7,74166.0,102.1,12644.0,0.0013040056080209
32031,2022-08-14 00:00:00+00:00,Fire,0,NV,2022,NV,Washoe County,2023.0,84282.0,48394.0,NV,"Washoe County, NV",2023.0,263489.0,252761.0,10728.0,4.1,80245.0,110.9,498022.0,0.0515330060056076
53001,2022-08-04 00:00:00+00:00,Fire,0,WA,2022,WA,Adams County,2023.0,67056.0,3107.0,WA,"Adams County, WA",2023.0,9621.0,9178.0,443.0,4.6,62410.0,68.4,20820.0,0.0021500932083049
41065,2022-08-02 00:00:00+00:00,Fire,0,OR,2022,OR,Wasco County,2023.0,65701.0,3518.0,OR,"Wasco County, OR",2023.0,13174.0,12645.0,529.0,4.0,60506.0,80.0,26333.0,0.0027206021295826
6043,2022-07-22 00:00:00+00:00,Fire,0,CA,2022,CA,Mariposa County,2023.0,64352.0,2899.0,CA,"Mariposa County, CA",2023.0,7603.0,7216.0,387.0,5.1,66513.0,72.7,16919.0,0.0017464009714277
48221,2022-07-18 00:00:00+00:00,Fire,0,TX,2022,TX,Hood County,2023.0,82428.0,5455.0,TX,"Hood County, TX",2023.0,30595.0,29468.0,1127.0,3.7,75545.0,104.5,67774.0,0.0070090948207972
48425,2022-07-18 00:00:00+00:00,Fire,0,TX,2022,TX,Somervell County,2023.0,78913.0,858.0,TX,"Somervell County, TX",2023.0,4674.0,4506.0,168.0,3.6,75568.0,104.6,9888.0,0.0010188028895298
48035,2022-07-07 00:00:00+00:00,Fire,0,TX,2022,TX,Bosque County,2023.0,66325.0,2201.0,TX,"Bosque County, TX",2023.0,8800.0,8492.0,308.0,3.5,61048.0,84.5,18996.0,0.0019613378532514
2068,2022-06-21 00:00:00+00:00,Fire,0,AK,2022,AK,Denali Borough,2023.0,86118.0,123.0,AK,"Denali Borough, AK",2023.0,1041.0,979.0,62.0,6.0,90897.0,103.2,1584.0,0.0001594692994175
2290,2022-06-21 00:00:00+00:00,Fire,0,AK,2022,AK,Yukon-Koyukuk Census Area,2023.0,49498.0,1117.0,AK,"Yukon-Koyukuk Census Area, AK",2023.0,2392.0,2176.0,216.0,9.0,47798.0,54.3,5129.0,0.0005263211270847
48441,2022-05-18 00:00:00+00:00,Fire,0,TX,2022,TX,Taylor County,2023.0,62128.0,18753.0,TX,"Taylor County, TX",2023.0,70268.0,67916.0,2352.0,3.3,61798.0,85.5,146836.0,0.0151907701942876
6059,2022-05-11 00:00:00+00:00,Fire,0,CA,2022,CA,Orange County,2023.0,109768.0,284696.0,CA,"Orange County, CA",2023.0,1588873.0,1532415.0,56458.0,3.6,106047.0,115.9,3135755.0,0.3244969473167661
35047,2022-04-20 00:00:00+00:00,Fire,0,NM,2022,NM,San Miguel County,2023.0,46318.0,6334.0,NM,"San Miguel County, NM",2023.0,10519.0,10031.0,488.0,4.6,47675.0,79.7,26668.0,0.0027552693685864
35007,2022-04-28 00:00:00+00:00,Fire,0,NM,2022,NM,Colfax County,2023.0,54255.0,2073.0,NM,"Colfax County, NM",2023.0,5364.0,5179.0,185.0,3.4,49966.0,83.5,12255.0,0.0012637502170583
31063,2022-04-22 00:00:00+00:00,Fire,0,NE,2022,NE,Frontier County,2023.0,62676.0,321.0,NE,"Frontier County, NE",2023.0,1517.0,1486.0,31.0,2.0,58241.0,83.4,2585.0,0.0002630570792468
31065,2022-04-22 00:00:00+00:00,Fire,0,NE,2022,NE,Furnas County,2023.0,59530.0,540.0,NE,"Furnas County, NE",2023.0,2474.0,2428.0,46.0,1.9,54213.0,77.6,4556.0,0.0004670246257438
31145,2022-04-22 00:00:00+00:00,Fire,0,NE,2022,NE,Red Willow County,2023.0,60614.0,1164.0,NE,"Red Willow County, NE",2023.0,5880.0,5767.0,113.0,1.9,60108.0,86.1,10457.0,0.0010776854536886
4005,2022-04-19 00:00:00+00:00,Fire,0,AZ,2022,AZ,Coconino County,2023.0,71528.0,23888.0,AZ,"Coconino County, AZ",2023.0,75192.0,72034.0,3158.0,4.2,64016.0,86.1,144472.0,0.0149461333196458
35027,2022-04-12 00:00:00+00:00,Fire,0,NM,2022,NM,Lincoln County,2023.0,59386.0,3221.0,NM,"Lincoln County, NM",2023.0,9073.0,8781.0,292.0,3.2,54344.0,90.8,20029.0,0.0020682371305377
35027,2022-04-12 00:00:00+00:00,Fire,0,NM,2022,NM,Lincoln County,2023.0,59386.0,3221.0,NM,"Lincoln County, NM",2023.0,9073.0,8781.0,292.0,3.2,54344.0,90.8,20029.0,0.0020682371305377
35047,2022-04-12 00:00:00+00:00,Fire,0,NM,2022,NM,San Miguel County,2023.0,46318.0,6334.0,NM,"San Miguel County, NM",2023.0,10519.0,10031.0,488.0,4.6,47675.0,79.7,26668.0,0.0027552693685864
35061,2022-04-11 00:00:00+00:00,Fire,0,NM,2022,NM,Valencia County,2023.0,56785.0,13484.0,NM,"Valencia County, NM",2023.0,31599.0,30319.0,1280.0,4.1,53275.0,89.0,79141.0,0.0081854008081295
48221,2022-03-20 00:00:00+00:00,Fire,0,TX,2022,TX,Hood County,2023.0,82428.0,5455.0,TX,"Hood County, TX",2023.0,30595.0,29468.0,1127.0,3.7,75545.0,104.5,67774.0,0.0070090948207972
48133,2022-03-17 00:00:00+00:00,Fire,0,TX,2022,TX,Eastland County,2023.0,52188.0,2822.0,TX,"Eastland County, TX",2023.0,6563.0,6261.0,302.0,4.6,53351.0,73.8,18037.0,0.0018620964138345
48133,2022-03-17 00:00:00+00:00,Fire,0,TX,2022,TX,Eastland County,2023.0,52188.0,2822.0,TX,"Eastland County, TX",2023.0,6563.0,6261.0,302.0,4.6,53351.0,73.8,18037.0,0.0018620964138345
12005,2022-03-04 00:00:00+00:00,Fire,0,FL,2022,FL,Bay County,2023.0,70859.0,22023.0,FL,"Bay County, FL",2023.0,89303.0,86818.0,2485.0,2.8,65521.0,94.6,190769.0,0.0197371457499724
12013,2022-03-04 00:00:00+00:00,Fire,0,FL,2022,FL,Calhoun County,2023.0,47523.0,2713.0,FL,"Calhoun County, FL",2023.0,5011.0,4845.0,166.0,3.3,46766.0,67.5,13470.0,0.0013894836361318
20079,2022-03-05 00:00:00+00:00,Fire,0,KS,2022,KS,Harvey County,2023.0,67078.0,2663.0,KS,"Harvey County, KS",2023.0,17372.0,16866.0,506.0,2.9,73854.0,107.3,33504.0,0.0034626880128552
20155,2022-03-05 00:00:00+00:00,Fire,0,KS,2022,KS,Reno County,2023.0,62470.0,6928.0,KS,"Reno County, KS",2023.0,28928.0,28095.0,833.0,2.9,57663.0,83.8,61497.0,0.0063595238977318
12005,2022-03-04 00:00:00+00:00,Fire,0,FL,2022,FL,Bay County,2023.0,70859.0,22023.0,FL,"Bay County, FL",2023.0,89303.0,86818.0,2485.0,2.8,65521.0,94.6,190769.0,0.0197371457499724
8013,2021-12-30 00:00:00+00:00,Fire,0,CO,2021,CO,Boulder County,2023.0,97170.0,34478.0,CO,"Boulder County, CO",2023.0,202678.0,196908.0,5770.0,2.8,96584.0,108.4,326831.0,0.0338174259688872
40139,2021-12-15 00:00:00+00:00,Fire,0,OK,2021,OK,Texas County,2023.0,67901.0,2292.0,OK,"Texas County, OK",2023.0,12299.0,12043.0,256.0,2.1,60719.0,101.8,20371.0,0.0021036287596103
48485,2021-12-10 00:00:00+00:00,Fire,0,TX,2021,TX,Wichita County,2023.0,61622.0,20955.0,TX,"Wichita County, TX",2023.0,55822.0,53646.0,2176.0,3.9,56634.0,78.4,130180.0,0.0134671357678772
6083,2021-10-12 00:00:00+00:00,Fire,0,CA,2021,CA,Santa Barbara County,2023.0,90155.0,62891.0,CA,"Santa Barbara County, CA",2023.0,218248.0,209269.0,8979.0,4.1,89334.0,97.6,441257.0,0.0456587199696335
46103,2021-10-04 00:00:00+00:00,Fire,0,SD,2021,SD,Pennington County,2023.0,74641.0,13052.0,SD,"Pennington County, SD",2023.0,60198.0,59051.0,1147.0,1.9,67573.0,95.7,115903.0,0.0119896904805417
6089,2021-09-23 00:00:00+00:00,Fire,0,CA,2021,CA,Shasta County,2023.0,71935.0,23527.0,CA,"Shasta County, CA",2023.0,73889.0,70091.0,3798.0,5.1,66312.0,72.5,180366.0,0.0186605986235346
6029,2021-08-24 00:00:00+00:00,Fire,0,CA,2021,CA,Kern County,2023.0,68436.0,169857.0,CA,"Kern County, CA",2023.0,393736.0,360971.0,32765.0,8.3,65981.0,72.1,913820.0,0.094561569119955
53077,2021-08-19 00:00:00+00:00,Fire,0,WA,2021,WA,Yakima County,2023.0,67112.0,40910.0,WA,"Yakima County, WA",2023.0,129472.0,121988.0,7484.0,5.8,63058.0,69.1,256643.0,0.0265540702339635
53007,2021-08-17 00:00:00+00:00,Fire,0,WA,2021,WA,Chelan County,2023.0,74848.0,8086.0,WA,"Chelan County, WA",2023.0,44441.0,42544.0,1897.0,4.3,81697.0,89.5,79997.0,0.0082739833651064
53065,2021-08-16 00:00:00+00:00,Fire,0,WA,2021,WA,Stevens County,2023.0,67525.0,5791.0,WA,"Stevens County, WA",2023.0,19189.0,18039.0,1150.0,6.0,65748.0,72.0,48837.0,0.0050494127162744
53047,2021-08-15 00:00:00+00:00,Fire,0,WA,2021,WA,Okanogan County,2023.0,58085.0,7229.0,WA,"Okanogan County, WA",2023.0,19564.0,18492.0,1072.0,5.5,58661.0,64.3,43712.0,0.0045190557016638
41037,2021-08-15 00:00:00+00:00,Fire,0,OR,2021,OR,Lake County,2023.0,56518.0,1317.0,OR,"Lake County, OR",2023.0,3605.0,3425.0,180.0,5.0,54707.0,72.3,8293.0,0.0008537454381535
16000,2021-08-12 00:00:00+00:00,Fire,0,ID,2021,,,,,,,,,,,,,,,,
