fips_code,incident_start_date,is_major_disaster,state,incident_year,area_name,data_year,medhhinc,povall,civilian_labor_force,employed,unemployed,unemployment_rate,med_hh_income_percent_of_state_total,total_population,total_population_norm,vulnerability_ratio,priority_index,type_Biological,type_Fire,type_Flood,type_Hurricane,type_Severe Storm,type_Straight-Line Winds,type_Tornado,type_Winter Storm
41023,2024-07-21 00:00:00+00:00,0,OR,2024,Grant County,2023.0,61024.0,1091.0,3184.0,3024.0,160.0,5.0,77.1,7215.0,0.0007421893675681,0.017878211851074986,0.001124566419880924,False,True,False,False,False,False,False,False
41049,2024-07-21 00:00:00+00:00,0,OR,2024,Morrow County,2023.0,80508.0,1617.0,6099.0,5891.0,208.0,3.4,89.3,12302.0,0.0012686139789483,0.020084960500819794,0.0012714128022492924,False,True,False,False,False,False,False,False
41059,2024-07-21 00:00:00+00:00,0,OR,2024,Umatilla County,2023.0,62890.0,12500.0,38603.0,37029.0,1574.0,4.1,93.9,80053.0,0.0082797784856563,0.19875973922722212,0.013161187779329276,False,True,False,False,False,False,False,False
41023,2024-07-20 00:00:00+00:00,0,OR,2024,Grant County,2023.0,61024.0,1091.0,3184.0,3024.0,160.0,5.0,77.1,7215.0,0.0007421893675681,0.017878211851074986,0.001124566419880924,False,True,False,False,False,False,False,False
41023,2024-07-18 00:00:00+00:00,0,OR,2024,Grant County,2023.0,61024.0,1091.0,3184.0,3024.0,160.0,5.0,77.1,7215.0,0.0007421893675681,0.017878211851074986,0.001124566419880924,False,True,False,False,False,False,False,False
41025,2024-07-18 00:00:00+00:00,0,OR,2024,Harney County,2023.0,56649.0,1111.0,3624.0,3472.0,152.0,4.2,74.0,7440.0,0.0007654733340632,0.019611996681318293,0.001239939790634239,False,True,False,False,False,False,False,False
41021,2024-07-17 00:00:00+00:00,0,OR,2024,Gilliam County,2023.0,74010.0,236.0,939.0,900.0,39.0,4.2,91.3,2026.0,0.0002052093580434,0.003188758275908661,0.00014706809140988707,False,True,False,False,False,False,False,False
41049,2024-07-17 00:00:00+00:00,0,OR,2024,Morrow County,2023.0,80508.0,1617.0,6099.0,5891.0,208.0,3.4,89.3,12302.0,0.0012686139789483,0.020084960500819794,0.0012714128022492924,False,True,False,False,False,False,False,False
41069,2024-07-17 00:00:00+00:00,0,OR,2024,Wheeler County,2023.0,46315.0,263.0,798.0,776.0,22.0,2.8,65.7,1436.0,0.0001441536236785,0.005678505883623016,0.00031274642058681085,False,True,False,False,False,False,False,False
30007,2024-07-09 00:00:00+00:00,0,MT,2024,Broadwater County,2023.0,72933.0,696.0,2847.0,2746.0,101.0,3.5,100.0,8032.0,0.0008267360370192,0.009543005223972688,0.0005699065406851826,False,True,False,False,False,False,False,False
30049,2024-07-09 00:00:00+00:00,0,MT,2024,Lewis and Clark County,2023.0,76816.0,6827.0,38712.0,37712.0,1000.0,2.6,106.7,75011.0,0.0077580106675751,0.08887471360133306,0.005848973725642978,False,True,False,False,False,False,False,False
41065,2024-07-10 00:00:00+00:00,0,OR,2024,Wasco County,2023.0,65701.0,3518.0,13174.0,12645.0,529.0,4.0,80.0,26333.0,0.0027206021295826,0.05354560813381836,0.003498025723107658,False,True,False,False,False,False,False,False
1017,2015-12-23 00:00:00+00:00,1,AL,2015,Chambers County,2023.0,50390.0,5661.0,16272.0,15884.0,388.0,2.4,76.3,34079.0,0.0035221914827871,0.11234371899186346,0.0074107005402404,False,False,False,False,True,False,False,False
1019,2015-12-23 00:00:00+00:00,1,AL,2015,Cherokee County,2023.0,56400.0,3949.0,11854.0,11570.0,284.0,2.4,88.1,25666.0,0.0026515781044616,0.0700177304964539,0.004594150367462533,False,False,False,False,True,False,False,False
1027,2015-12-23 00:00:00+00:00,1,AL,2015,Clay County,2023.0,52077.0,2337.0,5945.0,5805.0,140.0,2.4,83.1,14111.0,0.0014558170695689,0.04487585690419955,0.002921103832048402,False,False,False,False,True,False,False,False
41017,2024-06-25 00:00:00+00:00,0,OR,2024,Deschutes County,2023.0,95414.0,17944.0,104662.0,100812.0,3850.0,3.7,111.4,208513.0,0.0215733710899235,0.18806464460142117,0.012449490978215173,False,True,False,False,False,False,False,False
1029,2015-12-23 00:00:00+00:00,1,AL,2015,Cleburne County,2023.0,59526.0,2432.0,6205.0,6064.0,141.0,2.3,82.5,15639.0,0.0016139410731445,0.04085609649564896,0.002653611984233514,False,False,False,False,True,False,False,False
35027,2024-05-16 00:00:00+00:00,0,NM,2024,Lincoln County,2023.0,59386.0,3221.0,9073.0,8781.0,292.0,3.2,90.8,20029.0,0.0020682371305377,0.05423837268042973,0.003544125204131338,False,True,False,False,False,False,False,False
40153,2024-04-06 00:00:00+00:00,0,OK,2024,Woodward County,2023.0,59312.0,2726.0,9041.0,8769.0,272.0,3.0,102.7,19947.0,0.002059751418304,0.045960345292689504,0.00299327027320094,False,True,False,False,False,False,False,False
40045,2024-02-27 00:00:00+00:00,0,OK,2024,Ellis County,2023.0,57212.0,503.0,2128.0,2078.0,50.0,2.3,90.7,3648.0,0.0003730608853992,0.00879186184716493,0.0005199222855517604,False,True,False,False,False,False,False,False
48211,2024-02-27 00:00:00+00:00,0,TX,2024,Hemphill County,2023.0,72565.0,314.0,1559.0,1504.0,55.0,3.5,101.3,3189.0,0.0003255615937492,0.004327154964514573,0.00022282181870512746,False,True,False,False,False,False,False,False
48233,2024-02-27 00:00:00+00:00,0,TX,2024,Hutchinson County,2023.0,64752.0,2809.0,8486.0,8119.0,367.0,4.3,90.0,20033.0,0.0020686510677199,0.043380899431677784,0.0028216230431240418,False,True,False,False,False,False,False,False
48393,2024-02-27 00:00:00+00:00,0,TX,2024,Roberts County,2023.0,76634.0,75.0,389.0,375.0,14.0,3.6,98.0,840.0,8.247698354040887e-05,0.0009786778714408748,0.0,False,True,False,False,False,False,False,False
48341,2024-02-27 00:00:00+00:00,0,TX,2024,Moore County,2023.0,64003.0,2839.0,11299.0,10995.0,304.0,2.7,92.1,21190.0,0.0021883823976524,0.04435729575176164,0.0028865965811745494,False,True,False,False,False,False,False,False
22079,2023-08-30 00:00:00+00:00,0,LA,2023,Rapides Parish,2023.0,52379.0,24624.0,54680.0,52770.0,1910.0,3.5,100.7,126260.0,0.0130614773293849,0.4701120678134367,0.031218118642174185,False,True,False,False,False,False,False,False
22115,2023-08-30 00:00:00+00:00,0,LA,2023,Vernon Parish,2023.0,55872.0,7453.0,16298.0,15551.0,747.0,4.6,94.9,46250.0,0.0047816988437285,0.13339418671248568,0.008811487635903947,False,True,False,False,False,False,False,False
22115,2023-08-26 00:00:00+00:00,0,LA,2023,Vernon Parish,2023.0,55872.0,7453.0,16298.0,15551.0,747.0,4.6,94.9,46250.0,0.0047816988437285,0.13339418671248568,0.008811487635903947,False,True,False,False,False,False,False,False
22115,2023-08-25 00:00:00+00:00,0,LA,2023,Vernon Parish,2023.0,55872.0,7453.0,16298.0,15551.0,747.0,4.6,94.9,46250.0,0.0047816988437285,0.13339418671248568,0.008811487635903947,False,True,False,False,False,False,False,False
22011,2023-08-23 00:00:00+00:00,0,LA,2023,Beauregard Parish,2023.0,57108.0,5596.0,14551.0,14030.0,521.0,3.6,116.1,36827.0,0.0038065663269139,0.09798977376199482,0.006455528355150967,False,True,False,False,False,False,False,False
53063,2023-08-19 00:00:00+00:00,0,WA,2023,Spokane County,2023.0,73380.0,67235.0,264059.0,252852.0,11207.0,4.2,75.7,551455.0,0.0570624823688631,0.9162578359225947,0.06090654376633275,False,True,False,False,False,False,False,False
30089,2023-08-18 00:00:00+00:00,0,MT,2023,Sanders County,2023.0,54599.0,1956.0,5517.0,5251.0,266.0,4.8,70.6,13684.0,0.001411629275376,0.03582483195662924,0.002318810376275698,False,True,False,False,False,False,False,False
53063,2023-08-18 00:00:00+00:00,0,WA,2023,Spokane County,2023.0,73380.0,67235.0,264059.0,252852.0,11207.0,4.2,75.7,551455.0,0.0570624823688631,0.9162578359225947,0.06090654376633275,False,True,False,False,False,False,False,False
15001,2023-08-08 00:00:00+00:00,0,HI,2023,Hawaii County,2023.0,73092.0,33847.0,95112.0,92251.0,2861.0,3.0,75.9,207615.0,0.0214804421925341,0.46307393421988724,0.030749771484940153,False,True,False,False,False,False,False,False
15009,2023-08-09 00:00:00+00:00,0,HI,2023,Maui County,2023.0,83764.0,15300.0,86842.0,83025.0,3817.0,4.4,95.8,164183.0,0.0169859122689118,0.18265603361826083,0.012089579142942602,False,True,False,False,False,False,False,False
15009,2023-08-09 00:00:00+00:00,0,HI,2023,Maui County,2023.0,83764.0,15300.0,86842.0,83025.0,3817.0,4.4,95.8,164183.0,0.0169859122689118,0.18265603361826083,0.012089579142942602,False,True,False,False,False,False,False,False
15009,2023-08-09 00:00:00+00:00,0,HI,2023,Maui County,2023.0,83764.0,15300.0,86842.0,83025.0,3817.0,4.4,95.8,164183.0,0.0169859122689118,0.18265603361826083,0.012089579142942602,False,True,False,False,False,False,False,False
15001,2023-08-08 00:00:00+00:00,0,HI,2023,Hawaii County,2023.0,73092.0,33847.0,95112.0,92251.0,2861.0,3.0,75.9,207615.0,0.0214804421925341,0.46307393421988724,0.030749771484940153,False,True,False,False,False,False,False,False
53047,2023-07-29 00:00:00+00:00,0,WA,2023,Okanogan County,2023.0,58085.0,7229.0,19564.0,18492.0,1072.0,5.5,64.3,43712.0,0.0045190557016638,0.12445553929585952,0.008216672256023823,False,True,False,False,False,False,False,False
53039,2023-07-21 00:00:00+00:00,0,WA,2023,Klickitat County,2023.0,69596.0,2786.0,9677.0,9188.0,489.0,5.1,77.1,23589.0,0.0024366412226379,0.040031036266452096,0.002598708989319441,False,True,False,False,False,False,False,False
53025,2023-07-10 00:00:00+00:00,0,WA,2023,Grant County,2023.0,71374.0,15448.0,48716.0,46160.0,2556.0,5.2,69.9,102678.0,0.0106211106721077,0.21643735814162018,0.014337531259483298,False,True,False,False,False,False,False,False
53045,2023-07-04 00:00:00+00:00,0,WA,2023,Mason County,2023.0,75138.0,7953.0,25427.0,24030.0,1397.0,5.5,85.5,68389.0,0.0070727376625505,0.10584524474966063,0.006978264597210884,False,True,False,False,False,False,False,False
53059,2023-07-02 00:00:00+00:00,0,WA,2023,Skamania County,2023.0,85131.0,1382.0,5542.0,5276.0,266.0,4.8,90.0,12640.0,0.0013035916708388,0.016233804372085374,0.0010151405958492485,False,True,False,False,False,False,False,False
4013,2023-06-27 00:00:00+00:00,0,AZ,2023,Maricopa County,2023.0,86973.0,498844.0,2441028.0,2357541.0,83487.0,3.4,112.5,4585871.0,0.4745611800190039,5.735619100180516,0.381607212174745,False,True,False,False,False,False,False,False
35033,2023-05-10 00:00:00+00:00,0,NM,2023,Mora County,2023.0,45685.0,862.0,1916.0,1821.0,95.0,5.0,75.5,4123.0,0.0004222159257777,0.018868337528729344,0.0011904535674137368,False,True,False,False,False,False,False,False
35047,2023-05-10 00:00:00+00:00,0,NM,2023,San Miguel County,2023.0,46318.0,6334.0,10519.0,10031.0,488.0,4.6,79.7,26668.0,0.0027552693685864,0.13675029146336198,0.009034817031198909,False,True,False,False,False,False,False,False
44009,2023-04-14 00:00:00+00:00,0,RI,2023,Washington County,2023.0,101749.0,11250.0,70883.0,69124.0,1759.0,2.5,122.4,129982.0,0.0134466458773615,0.1105661972107834,0.007292416727916432,False,True,False,False,False,False,False,False
20201,2023-04-13 00:00:00+00:00,0,KS,2023,Washington County,2023.0,58302.0,611.0,2985.0,2921.0,64.0,2.1,92.7,5504.0,0.0005651277379098,0.010479914925731536,0.0006322524722551527,False,True,False,False,False,False,False,False
31025,2023-04-08 00:00:00+00:00,0,NE,2023,Cass County,2023.0,83291.0,1799.0,13646.0,13329.0,317.0,2.3,133.5,27446.0,0.0028357801505116,0.021598972277917183,0.0013721615451365106,False,True,False,False,False,False,False,False
35057,2023-04-02 00:00:00+00:00,0,NM,2023,Torrance County,2023.0,44780.0,3519.0,5499.0,5220.0,279.0,5.1,80.7,15633.0,0.0016133201673713,0.07858418937025458,0.005164198748582198,False,True,False,False,False,False,False,False
40147,2023-03-31 00:00:00+00:00,0,OK,2023,Washington County,2023.0,66236.0,7954.0,23307.0,22516.0,791.0,3.4,103.5,53706.0,0.0055532777512283,0.1200857539706504,0.007925888270812118,False,True,False,False,False,False,False,False
40109,2023-03-31 00:00:00+00:00,0,OK,2023,Oklahoma County,2023.0,65979.0,127113.0,417327.0,404156.0,13171.0,3.2,103.3,808866.0,0.0837004783665045,1.926567544218615,0.12813682200942517,False,True,False,False,False,False,False,False
40083,2023-03-31 00:00:00+00:00,0,OK,2023,Logan County,2023.0,77836.0,5760.0,24520.0,23769.0,751.0,3.1,128.0,53029.0,0.0054832188831519,0.07400174726347705,0.004859263682293348,False,True,False,False,False,False,False,False
41039,2022-09-09 00:00:00+00:00,0,OR,2022,Lane County,2023.0,70065.0,54725.0,182141.0,174945.0,7196.0,4.0,84.9,381181.0,0.0394417974311472,0.781060443873546,0.051909937863645714,False,True,False,False,False,False,False,False
53011,2022-10-16 00:00:00+00:00,0,WA,2022,Clark County,2023.0,97240.0,38572.0,248604.0,237865.0,10739.0,4.3,99.9,521150.0,0.0539263907927124,0.39666803784450844,0.026330842463829936,False,True,False,False,False,False,False,False
53059,2022-10-16 00:00:00+00:00,0,WA,2022,Skamania County,2023.0,85131.0,1382.0,5542.0,5276.0,266.0,4.8,90.0,12640.0,0.0013035916708388,0.016233804372085374,0.0010151405958492485,False,True,False,False,False,False,False,False
53033,2022-09-10 00:00:00+00:00,0,WA,2022,King County,2023.0,120672.0,197703.0,1348792.0,1302991.0,45801.0,3.4,127.2,2271380.0,0.2350477093647699,1.6383502386634845,0.10895762429625387,False,True,False,False,False,False,False,False
53061,2022-09-10 00:00:00+00:00,0,WA,2022,Snohomish County,2023.0,106067.0,73606.0,458599.0,442668.0,15931.0,3.5,111.2,844761.0,0.0874150471546889,0.6939575928422601,0.04611374600038373,False,True,False,False,False,False,False,False
41005,2022-09-10 00:00:00+00:00,0,OR,2022,Clackamas County,2023.0,100376.0,29176.0,225075.0,217509.0,7566.0,3.4,128.1,423173.0,0.043787309969201,0.2906670917350761,0.01927709147791926,False,True,False,False,False,False,False,False
6017,2022-09-09 00:00:00+00:00,0,CA,2022,El Dorado County,2023.0,107063.0,13438.0,93670.0,89963.0,3707.0,4.0,114.6,192215.0,0.0198867840413142,0.12551488376002914,0.008287165514176832,False,True,False,False,False,False,False,False
6061,2022-09-09 00:00:00+00:00,0,CA,2022,Placer County,2023.0,110020.0,27088.0,194719.0,187464.0,7255.0,3.7,116.0,423561.0,0.0438274618758681,0.24620978003999272,0.016318714051019784,False,True,False,False,False,False,False,False
16013,2022-09-05 00:00:00+00:00,0,ID,2022,Blaine County,2023.0,94471.0,1712.0,13823.0,13450.0,373.0,2.7,135.9,25041.0,0.0025869004197529,0.01812196335383345,0.0011407866751334075,False,True,False,False,False,False,False,False
6065,2022-09-05 00:00:00+00:00,0,CA,2022,Riverside County,2023.0,90251.0,278442.0,1157871.0,1102297.0,55574.0,4.8,94.4,2492442.0,0.2579241547040546,3.0851957319032475,0.20523683876538074,False,True,False,False,False,False,False,False
6093,2022-09-02 00:00:00+00:00,0,CA,2022,Siskiyou County,2023.0,58975.0,7273.0,16716.0,15649.0,1067.0,6.4,56.4,42905.0,0.0044355438751681,0.12332344213649851,0.008141337726030616,False,True,False,False,False,False,False,False
16003,2022-08-18 00:00:00+00:00,0,ID,2022,Adams County,2023.0,59829.0,592.0,1868.0,1755.0,113.0,6.0,77.6,4903.0,0.000502933676294,0.009894867037724181,0.0005933209129785358,False,True,False,False,False,False,False,False
16045,2022-08-18 00:00:00+00:00,0,ID,2022,Gem County,2023.0,62479.0,2262.0,8774.0,8442.0,332.0,3.8,83.7,21071.0,0.0021760677664839,0.036204164599305366,0.002344052773636024,False,True,False,False,False,False,False,False
16085,2022-08-18 00:00:00+00:00,0,ID,2022,Valley County,2023.0,84024.0,978.0,6380.0,6144.0,236.0,3.7,102.1,12644.0,0.0013040056080209,0.01163953156241074,0.0007094182645850619,False,True,False,False,False,False,False,False
32031,2022-08-14 00:00:00+00:00,0,NV,2022,Washoe County,2023.0,84282.0,48394.0,263489.0,252761.0,10728.0,4.1,110.9,498022.0,0.0515330060056076,0.5741914050449681,0.038143997651328775,False,True,False,False,False,False,False,False
53001,2022-08-04 00:00:00+00:00,0,WA,2022,Adams County,2023.0,67056.0,3107.0,9621.0,9178.0,443.0,4.6,68.4,20820.0,0.0021500932083049,0.04633440706275352,0.003018161924419379,False,True,False,False,False,False,False,False
41065,2022-08-02 00:00:00+00:00,0,OR,2022,Wasco County,2023.0,65701.0,3518.0,13174.0,12645.0,529.0,4.0,80.0,26333.0,0.0027206021295826,0.05354560813381836,0.003498025723107658,False,True,False,False,False,False,False,False
6043,2022-07-22 00:00:00+00:00,0,CA,2022,Mariposa County,2023.0,64352.0,2899.0,7603.0,7216.0,387.0,5.1,72.7,16919.0,0.0017464009714277,0.04504910492292392,0.0029326324874777835,False,True,False,False,False,False,False,False
48221,2022-07-18 00:00:00+00:00,0,TX,2022,Hood County,2023.0,82428.0,5455.0,30595.0,29468.0,1127.0,3.7,104.5,67774.0,0.0070090948207972,0.06617896831173872,0.004338702906482731,False,True,False,False,False,False,False,False
48425,2022-07-18 00:00:00+00:00,0,TX,2022,Somervell County,2023.0,78913.0,858.0,4674.0,4506.0,168.0,3.6,104.6,9888.0,0.0010188028895298,0.010872733263213918,0.0006583922647475669,False,True,False,False,False,False,False,False
48035,2022-07-07 00:00:00+00:00,0,TX,2022,Bosque County,2023.0,66325.0,2201.0,8800.0,8492.0,308.0,3.5,84.5,18996.0,0.0019613378532514,0.033185073501696194,0.0021431496912774047,False,True,False,False,False,False,False,False
2068,2022-06-21 00:00:00+00:00,0,AK,2022,Denali Borough,2023.0,86118.0,123.0,1041.0,979.0,62.0,6.0,103.2,1584.0,0.0001594692994175,0.0014282728349473979,2.9917949164535006e-05,False,True,False,False,False,False,False,False
2290,2022-06-21 00:00:00+00:00,0,AK,2022,Yukon-Koyukuk Census Area,2023.0,49498.0,1117.0,2392.0,2176.0,216.0,9.0,54.3,5129.0,0.0005263211270847,0.022566568346195807,0.0014365494772360743,False,True,False,False,False,False,False,False
48441,2022-05-18 00:00:00+00:00,0,TX,2022,Taylor County,2023.0,62128.0,18753.0,70268.0,67916.0,2352.0,3.3,85.5,146836.0,0.0151907701942876,0.30184457893381406,0.020020888719754312,False,True,False,False,False,False,False,False
6059,2022-05-11 00:00:00+00:00,0,CA,2022,Orange County,2023.0,109768.0,284696.0,1588873.0,1532415.0,56458.0,3.6,115.9,3135755.0,0.3244969473167661,2.593615625683259,0.17252502074704357,False,True,False,False,False,False,False,False
35047,2022-04-20 00:00:00+00:00,0,NM,2022,San Miguel County,2023.0,46318.0,6334.0,10519.0,10031.0,488.0,4.6,79.7,26668.0,0.0027552693685864,0.13675029146336198,0.009034817031198909,False,True,False,False,False,False,False,False
35007,2022-04-28 00:00:00+00:00,0,NM,2022,Colfax County,2023.0,54255.0,2073.0,5364.0,5179.0,185.0,3.4,83.5,12255.0,0.0012637502170583,0.038208460049765,0.002477427064419622,False,True,False,False,False,False,False,False
31063,2022-04-22 00:00:00+00:00,0,NE,2022,Frontier County,2023.0,62676.0,321.0,1517.0,1486.0,31.0,2.0,83.4,2585.0,0.0002630570792468,0.005121577637373157,0.00027568606112538826,False,True,False,False,False,False,False,False
31065,2022-04-22 00:00:00+00:00,0,NE,2022,Furnas County,2023.0,59530.0,540.0,2474.0,2428.0,46.0,1.9,77.6,4556.0,0.0004670246257438,0.009071056610112548,0.0005385010851444522,False,True,False,False,False,False,False,False
31145,2022-04-22 00:00:00+00:00,0,NE,2022,Red Willow County,2023.0,60614.0,1164.0,5880.0,5767.0,113.0,1.9,86.1,10457.0,0.0010776854536886,0.019203484343550997,0.0012127556530293923,False,True,False,False,False,False,False,False
4005,2022-04-19 00:00:00+00:00,0,AZ,2022,Coconino County,2023.0,71528.0,23888.0,75192.0,72034.0,3158.0,4.2,86.1,144472.0,0.0149461333196458,0.3339671177720613,0.022158458225655903,False,True,False,False,False,False,False,False
35027,2022-04-12 00:00:00+00:00,0,NM,2022,Lincoln County,2023.0,59386.0,3221.0,9073.0,8781.0,292.0,3.2,90.8,20029.0,0.0020682371305377,0.05423837268042973,0.003544125204131338,False,True,False,False,False,False,False,False
35027,2022-04-12 00:00:00+00:00,0,NM,2022,Lincoln County,2023.0,59386.0,3221.0,9073.0,8781.0,292.0,3.2,90.8,20029.0,0.0020682371305377,0.05423837268042973,0.003544125204131338,False,True,False,False,False,False,False,False
35047,2022-04-12 00:00:00+00:00,0,NM,2022,San Miguel County,2023.0,46318.0,6334.0,10519.0,10031.0,488.0,4.6,79.7,26668.0,0.0027552693685864,0.13675029146336198,0.009034817031198909,False,True,False,False,False,False,False,False
35061,2022-04-11 00:00:00+00:00,0,NM,2022,Valencia County,2023.0,56785.0,13484.0,31599.0,30319.0,1280.0,4.1,89.0,79141.0,0.0081854008081295,0.23745707493176016,0.015736272058258297,False,True,False,False,False,False,False,False
48221,2022-03-20 00:00:00+00:00,0,TX,2022,Hood County,2023.0,82428.0,5455.0,30595.0,29468.0,1127.0,3.7,104.5,67774.0,0.0070090948207972,0.06617896831173872,0.004338702906482731,False,True,False,False,False,False,False,False
48133,2022-03-17 00:00:00+00:00,0,TX,2022,Eastland County,2023.0,52188.0,2822.0,6563.0,6261.0,302.0,4.6,73.8,18037.0,0.0018620964138345,0.0540737334253085,0.003533169412218575,False,True,False,False,False,False,False,False
48133,2022-03-17 00:00:00+00:00,0,TX,2022,Eastland County,2023.0,52188.0,2822.0,6563.0,6261.0,302.0,4.6,73.8,18037.0,0.0018620964138345,0.0540737334253085,0.003533169412218575,False,True,False,False,False,False,False,False
12005,2022-03-04 00:00:00+00:00,0,FL,2022,Bay County,2023.0,70859.0,22023.0,89303.0,86818.0,2485.0,2.8,94.6,190769.0,0.0197371457499724,0.31080032176576017,0.020616841700826633,False,True,False,False,False,False,False,False
12013,2022-03-04 00:00:00+00:00,0,FL,2022,Calhoun County,2023.0,47523.0,2713.0,5011.0,4845.0,166.0,3.3,67.5,13470.0,0.0013894836361318,0.05708814679207962,0.0037337612185959716,False,True,False,False,False,False,False,False
20079,2022-03-05 00:00:00+00:00,0,KS,2022,Harvey County,2023.0,67078.0,2663.0,17372.0,16866.0,506.0,2.9,107.3,33504.0,0.0034626880128552,0.03970005068725961,0.0025766838099107506,False,True,False,False,False,False,False,False
20155,2022-03-05 00:00:00+00:00,0,KS,2022,Reno County,2023.0,62470.0,6928.0,28928.0,28095.0,833.0,2.9,83.8,61497.0,0.0063595238977318,0.11090123259164399,0.007314711398245323,False,True,False,False,False,False,False,False
12005,2022-03-04 00:00:00+00:00,0,FL,2022,Bay County,2023.0,70859.0,22023.0,89303.0,86818.0,2485.0,2.8,94.6,190769.0,0.0197371457499724,0.31080032176576017,0.020616841700826633,False,True,False,False,False,False,False,False
8013,2021-12-30 00:00:00+00:00,0,CO,2021,Boulder County,2023.0,97170.0,34478.0,202678.0,196908.0,5770.0,2.8,108.4,326831.0,0.0338174259688872,0.3548214469486467,0.023546193433584918,False,True,False,False,False,False,False,False
40139,2021-12-15 00:00:00+00:00,0,OK,2021,Texas County,2023.0,67901.0,2292.0,12299.0,12043.0,256.0,2.1,101.8,20371.0,0.0021036287596103,0.03375502569917969,0.002181076719501952,False,True,False,False,False,False,False,False
48485,2021-12-10 00:00:00+00:00,0,TX,2021,Wichita County,2023.0,61622.0,20955.0,55822.0,53646.0,2176.0,3.9,78.4,130180.0,0.0134671357678772,0.3400571224562656,0.022563712877827206,False,True,False,False,False,False,False,False
6083,2021-10-12 00:00:00+00:00,0,CA,2021,Santa Barbara County,2023.0,90155.0,62891.0,218248.0,209269.0,8979.0,4.1,97.6,441257.0,0.0456587199696335,0.6975874882147413,0.046355294580864875,False,True,False,False,False,False,False,False
46103,2021-10-04 00:00:00+00:00,0,SD,2021,Pennington County,2023.0,74641.0,13052.0,60198.0,59051.0,1147.0,1.9,95.7,115903.0,0.0119896904805417,0.1748636808188529,0.011571043051909577,False,True,False,False,False,False,False,False
6089,2021-09-23 00:00:00+00:00,0,CA,2021,Shasta County,2023.0,71935.0,23527.0,73889.0,70091.0,3798.0,5.1,72.5,180366.0,0.0186605986235346,0.3270591506220894,0.02169877289374907,False,True,False,False,False,False,False,False
6029,2021-08-24 00:00:00+00:00,0,CA,2021,Kern County,2023.0,68436.0,169857.0,393736.0,360971.0,32765.0,8.3,72.1,913820.0,0.094561569119955,2.4819831667543397,0.165096525095537,False,True,False,False,False,False,False,False
53077,2021-08-19 00:00:00+00:00,0,WA,2021,Yakima County,2023.0,67112.0,40910.0,129472.0,121988.0,7484.0,5.8,69.1,256643.0,0.0265540702339635,0.6095780188341876,0.04049877250065945,False,True,False,False,False,False,False,False
